referenceId,starId,author,bibcode,referenceStarIds
17.1,HD49606,"Adelman, Saul J.",1999A&AS..134...53A,HD48097
17.2,HD22316,"Adelman, Saul J.",1999A&AS..134...53A,HD21447
17.2,HD49606,"Adelman, Saul J.",1999A&AS..134...53A,HD47863
19,HD11187,"Adelman, S. J.; Boyce, P. W.",1995A&AS..114..253A,HD11335
19,HD15144,"Adelman, S. J.; Boyce, P. W.",1995A&AS..114..253A,HD15130
19,HD22470,"Adelman, S. J.; Boyce, P. W.",1995A&AS..114..253A,HD23055
19,HD221394,"Adelman, S. J.; Boyce, P. W.",1995A&AS..114..253A,HD220933
20,HD22470,"Adelman, Saul J.",2000A&AS..146...13A,HD23055
20,HD26571,"Adelman, Saul J.",2000A&AS..146...13A,HD27176
20,HD49333,"Adelman, Saul J.",2000A&AS..146...13A,HD47703
20,HD134214,"Adelman, Saul J.",2000A&AS..146...13A,HD132230
21,HD26571,"Adelman, Saul J.; Brunhouse, Eric F.",1998PASP..110.1304A,HD27176
21,HD31373,"Adelman, Saul J.; Brunhouse, Eric F.",1998PASP..110.1304A,HD33276
21,HD40394,"Adelman, Saul J.; Brunhouse, Eric F.",1998PASP..110.1304A,HD40626
21,HD55579,"Adelman, Saul J.; Brunhouse, Eric F.",1998PASP..110.1304A,HD57744
21.1,HD76756,"Adelman, Saul J.; Brunhouse, Eric F.",1998PASP..110.1304A,HD76543
21.2,HD76756,"Adelman, Saul J.; Brunhouse, Eric F.",1998PASP..110.1304A,HD74873
22,HD27309,"North, P.; Adelman, S. J.",1995A&AS..111...41N,HD27176
22,HD111133,"North, P.; Adelman, S. J.",1995A&AS..111...41N,HD109860
22,HD126515,"North, P.; Adelman, S. J.",1995A&AS..111...41N,"HD127167,HD125489"
22,HD215441,"North, P.; Adelman, S. J.",1995A&AS..111...41N,HD215501
23,HD27309,"Nikolov, A. S.",1974IBVS..942....1N,HD27176
24,HD27309,"Musielok, B.; Lange, D.; Schoenich, W.; et al.",1980AN....301...71M,HD27176
24,HD51418,"Musielok, B.; Lange, D.; Schoenich, W.; et al.",1980AN....301...71M,HD50973
24,HD112185,"Musielok, B.; Lange, D.; Schoenich, W.; and co.",1980AN....301...71M,HD106591
24,HD119213,"Musielok, B.; Lange, D.; Schoenich, W.; et al.",1980AN....301...71M,HD120874
24,HD184905,"Musielok, B.; Lange, D.; Schoenich, W.; et al.",1980AN....301...71M,HD184787
24,HD188041,"Musielok, B.; Lange, D.; Schoenich, W.; et al.",1980AN....301...71M,HD189359
24.1,HD192913,"Musielok, B.; Lange, D.; Schoenich, W.; et al.",1980AN....301...71M,HD192518
24.2,HD192913,"Musielok, B.; Lange, D.; Schoenich, W.; et al.",1980AN....301...71M,HD191747
26,HD28843,"Pedersen, H.; Thomsen, B.",1977A&AS...30...11P,
26,HD37776,"Pedersen, H.; Thomsen, B.",1977A&AS...30...11P,
26,HD49333,"Pedersen, H.; Thomsen, B.",1977A&AS...30...11P,
26,HD64740,"Pedersen, H.; Thomsen, B.",1977A&AS...30...11P,
26,HD125823,"Pedersen, H.; Thomsen, B.",1977A&AS...30...11P,
26,HD142990,"Pedersen, H.; Thomsen, B.",1977A&AS...30...11P,
27,HD30849,"Hensberge, H.; Deridder, G.; Doom, C.; et al.",1981A&AS...46..151H,HD31640
27,HD38823,"Hensberge, H.; Deridder, G.; Doom, C.; et al.",1981A&AS...46..151H,HD38856
27,HD56022,"Hensberge, H.; Deridder, G.; Doom, C.; and co.",1981A&AS...46..151H,HD56456
27,HD81009,"Hensberge, H.; Deridder, G.; Doom, C.; et al.",1981A&AS...46..151H,HD80447
27.1,HD5601,"Hensberge, H.; Deridder, G.; Doom, C.; and co.",1981A&AS...46..151H,HD31640
27.2,HD5601,"Hensberge, H.; Deridder, G.; Doom, C.; and co.",1981A&AS...46..151H,
29,HD30849,"Hensberge, H.; Weiss, W. W.; et al.",1982IBVS.2170....1H,HD31640
30,HD32633,"Adelman, S. J.",1997A&AS..122..249A,HD32608
30,HD90044,"Adelman, S. J.",1997A&AS..122..249A,HD90882
30,HD177410,"Adelman, S. J.",1997A&AS..122..249A,HD179933
30,HD200311,"Adelman, S. J.",1997A&AS..122..249A,HD200030
31,HD3322,"Adelman, Saul J.; Meadows, S. A.",2002A&A...390.1023A,HD1439
31,HD32966,"Adelman, Saul J.; Meadows, S. A.",2002A&A...390.1023A,HD31726
31,HD171782,"Adelman, Saul J.; Meadows, S. A.",2002A&A...390.1023A,HD170200
31,HD197018,"Adelman, Saul J.; Meadows, S. A.",2002A&A...390.1023A,HD197392
32,HD36668,"Adelman, Saul J.",2000A&A...357..548A,HD33647
32,HD79158,"Adelman, Saul J.",2000A&A...357..548A,HD79763
32,HD86592,"Adelman, Saul J.",2000A&A...357..548A,HD88182
32,HD219749,"Adelman, Saul J.",2000A&A...357..548A,HD219891
33,HD37776,"Adelman, S. J.",1997A&AS..125...65A,HD36591
33,HD43819,"Adelman, S. J.",1997A&AS..125...65A,HD43153
33,HD170973,"Adelman, S. J.",1997A&AS..125...65A,HD169578
33,HD223640,"Adelman, S. J.",1997A&AS..125...65A,HD222847
34,HD51418,"Gulliver, A. F.; Winzer, J. E.",1973ApJ...183..701G,HD50037
35,HD51418,"Pyper, D. M.; Adelman, S. J.",1983A&AS...51..365P,HD50037
36,HD62140,"Bonsack, W. K.; Pilachowski, C. A.; Wolff",1974ApJ...187..265B,
37,HD32650,"Adelman, Saul J.",1997PASP..109....9A,HD33541
37,HD40312,"Adelman, Saul J.",1997PASP..109....9A,HD39182
37,HD62140,"Adelman, Saul J.",1997PASP..109....9A,HD61497
37,HD81009,"Adelman, Saul J.",1997PASP..109....9A,HD80447
38,HD66605,"Renson, P.; Manfroid, J.",1978A&AS...34..445R,HD65211
38,HD83368,"Renson, P.; Manfroid, J.",1978A&AS...34..445R,"HD82578,HD84552"
38,HD96616,"Renson, P.; Manfroid, J.",1978A&AS...34..445R,"HD98176,HD95370"
39,HD29305,"Heck, A.; Mathys, G.; Manfroid, J.",1987A&AS...70...33H,HD24863
39,HD33904,"Heck, A.; Mathys, G.; Manfroid, J.",1987A&AS...70...33H,"HD34816,HD35337"
39,HD36629,"Heck, A.; Mathys, G.; Manfroid, J.",1987A&AS...70...33H,HD36342
39,HD50169,"Heck, A.; Mathys, G.; Manfroid, J.",1987A&AS...70...33H,"HD50040,50405"
39,HD50461,"Heck, A.; Mathys, G.; Manfroid, J.",1987A&AS...70...33H,"HD50672,50936"
39,HD53244,"Heck, A.; Mathys, G.; Manfroid, J.",1987A&AS...70...33H,"HD49229,56405"
39,HD55719,"Heck, A.; Mathys, G.; Manfroid, J.",1987A&AS...70...33H,"HD55719,53704"
39,HD56022,"Heck, A.; Mathys, G.; Manfroid, J.",1987A&AS...70...33H,"HD53704,56456"
39,HD56455,"Heck, A.; Mathys, G.; Manfroid, J.",1987A&AS...70...33H,"HD53704,56456"
39,HD59256,"Heck, A.; Mathys, G.; Manfroid, J.",1987A&AS...70...33H,HD58377
39,HD59435,"Heck, A.; Mathys, G.; Manfroid, J.",1987A&AS...70...33H,"HD59154,59692"
39,HD65987,"Heck, A.; Mathys, G.; Manfroid, J.",1987A&AS...70...33H,"HD64507,65663"
39,HD66255,"Heck, A.; Mathys, G.; Manfroid, J.",1987A&AS...70...33H,"HD66192,66210"
39,HD66605,"Heck, A.; Mathys, G.; Manfroid, J.",1987A&AS...70...33H,HD67363
39,HD72968,"Heck, A.; Mathys, G.; Manfroid, J.",1987A&AS...70...33H,"HD70574,73997"
39,HD73340,"Heck, A.; Mathys, G.; Manfroid, J.",1987A&AS...70...33H,"HD71043,HD73127"
39,HD83368,"Heck, A.; Mathys, G.; Manfroid, J.",1987A&AS...70...33H,HD82578
39,HD83625,"Heck, A.; Mathys, G.; Manfroid, J.",1987A&AS...70...33H,"HD82856,84461"
39,HD92664,"Heck, A.; Mathys, G.; Manfroid, J.",1987A&AS...70...33H,"HD88981,90874"
40,HD71866,"Jarzebowski, T.",1960AcA....10..191J,HD71844
41,HD68351,"Stepien, K.",1968ApJ...154..945S,
41,HD71866,"Stepien, K.",1968ApJ...154..945S,
41,HD74521,"Stepien, K.",1968ApJ...154..945S,
41,HD192678,"Stepien, K.",1968ApJ...154..945S,
41,HD215441,"Stepien, K.",1968ApJ...154..945S,
43,HD72968,"Wolff, S. C.; Wolff, R. J.",1971AJ.....76..422W,HD73431
43,HD125248,"Wolff, S. C.; Wolff, R. J.",1971AJ.....76..422W,"HD124683,HD127964"
45,HD74521,"Adelman, Saul J.",1998A&AS..128..245A,HD72359
45,HD133029,"Adelman, Saul J.",1998A&AS..128..245A,HD133962
45.1,HD34364,"Adelman, Saul J.",1998A&AS..128..245A,HD34499
45.1,HD72968,"Adelman, Saul J.",1998A&AS..128..245A,HD73997
45.2,HD34364,"Adelman, Saul J.",1998A&AS..128..245A,HD34499
45.2,HD72968,"Adelman, Saul J.",1998A&AS..128..245A,HD73997
46,HD28843,"Waelkens, C.",1985A&AS...61..127W,
46,HD81009,"Waelkens, C.",1985A&AS...61..127W,
48,HD83368,"Catalano, F. A.; Leone, F.",1994A&AS..108..595C,HD82578
48,HD98088,"Catalano, F. A.; Leone, F.",1994A&AS..108..595C,HD96620
49,HD86592,"Babel, J.; North, P.",1997A&A...325..195B,
50,HD90044,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1991A&AS...87..481M,
50,HD188041,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1991A&AS...87..481M,
51,HD90044,"Sterken, C.; Manfroid, J.; Anton, K.; et al.",1993A&AS..102...79S,
51,HD188041,"Sterken, C.; Manfroid, J.; Anton, K.; et al.",1993A&AS..102...79S,
52,HD90569,"Adelman, S. J.; Rayle, K. E.; Pi, C.-L. M.",1999A&AS..136..379A,HD89774
52,HD96707,"Adelman, S. J.; Rayle, K. E.; Pi, C.-L. M.",1999A&AS..136..379A,HD97138
52,HD152308,"Adelman, S. J.; Rayle, K. E.; Pi, C.-L. M.",1999A&AS..136..379A,HD151862
52,HD164429,"Adelman, S. J.; Rayle, K. E.; Pi, C.-L. M.",1999A&AS..136..379A,HD162132
53,HD96616,"Manfroid, J.; Renson, P.",1983A&AS...51..267M,
53,HD114365,"Manfroid, J.; Renson, P.",1983A&AS...51..267M,
53,HD125630,"Manfroid, J.; Renson, P.",1983A&AS...51..267M,
54.1,HD98088,"Maitzen, H. M.",1973A&AS...11..327M,HD97037
54.2,HD98088,"Maitzen, H. M.",1973A&AS...11..327M,HD98853
55,HD119213,"Wolff, S. C.; Morrison, N. D.",1975PASP...87..231W,HD120874 
56,HD110956,"Olsen, E. H.",1977IBVS.1367....1O,
57,HD119213,"Mikulasek, Z.; Harmanec, P.; et al.",1978BAICz..29...44M,
58,HD1048,"Winzer, John Ernest",1974PhDT........61W,HD1083
58,HD3322,"Winzer, John Ernest",1974PhDT........61W,HD2924
58,HD4778,"Winzer, John Ernest",1974PhDT........61W,HD4335
58,HD7374,"Winzer, John Ernest",1974PhDT........61W,HD6397
58,HD7546,"Winzer, John Ernest",1974PhDT........61W,HD6564
58,HD10221,"Winzer, John Ernest",1974PhDT........61W,HD6829
58,HD11291,"Winzer, John Ernest",1974PhDT........61W,HD11335
58,HD12447,"Winzer, John Ernest",1974PhDT........61W,HD13467
58,HD14392,"Winzer, John Ernest",1974PhDT........61W,HD14212
58,HD16004,"Winzer, John Ernest",1974PhDT........61W,HD15683
58,HD23950,"Winzer, John Ernest",1974PhDT........61W,HD23753
58,HD24155,"Winzer, John Ernest",1974PhDT........61W,HD23538
58,HD24769,"Winzer, John Ernest",1974PhDT........61W,HD23753
58,HD25823,"Winzer, John Ernest",1974PhDT........61W,HD27176
58,HD26571,"Winzer, John Ernest",1974PhDT........61W,HD27176
58,HD27295,"Winzer, John Ernest",1974PhDT........61W,HD27176
58,HD27309,"Winzer, John Ernest",1974PhDT........61W,HD27176
58,HD32549,"Winzer, John Ernest",1974PhDT........61W,HD33276
58,HD32650,"Winzer, John Ernest",1974PhDT........61W,HD31590
58,HD38104,"Winzer, John Ernest",1974PhDT........61W,HD38179
58,HD38478,"Winzer, John Ernest",1974PhDT........61W,HD37147
58,HD39317,"Winzer, John Ernest",1974PhDT........61W,HD38899
58,HD40312,"Winzer, John Ernest",1974PhDT........61W,HD38104
58,HD40394,"Winzer, John Ernest",1974PhDT........61W,HD38179
58,HD41269,"Winzer, John Ernest",1974PhDT........61W,HD40588
58,HD43819,"Winzer, John Ernest",1974PhDT........61W,HD43153
58,HD47152,"Winzer, John Ernest",1974PhDT........61W,HD46553
58,HD50204,"Winzer, John Ernest",1974PhDT........61W,HD50037
58,HD55579,"Winzer, John Ernest",1974PhDT........61W,HD57744
58,HD58661,"Winzer, John Ernest",1974PhDT........61W,HD60652
58,HD62140,"Winzer, John Ernest",1974PhDT........61W,HD58971
58,HD64486,"Winzer, John Ernest",1974PhDT........61W	HD67934,U(9)B(9)V(9)
58,HD68351,"Winzer, John Ernest",1974PhDT........61W,HD69897
58,HD74521,"Winzer, John Ernest",1974PhDT........61W,HD74783
58,HD77350,"Winzer, John Ernest",1974PhDT........61W	HD77190,
58,HD78316,"Winzer, John Ernest",1974PhDT........61W,HD78661
58,HD89822,"Winzer, John Ernest",1974PhDT........61W	HD93427,
58,HD90569,"Winzer, John Ernest",1974PhDT........61W,HD89774
58,HD96707,"Winzer, John Ernest",1974PhDT........61W,HD93427
58,HD9996,"Winzer, John Ernest",1974PhDT........61W,HD11031
58,HD101391,"Winzer, John Ernest",1974PhDT........61W,HD99859
58,HD119213,"Winzer, John Ernest",1974PhDT........61W,HD118214
58,HD120198,"Winzer, John Ernest",1974PhDT........61W,HD121409
58,HD124224,"Winzer, John Ernest",1974PhDT........61W,HD122408
58,HD133029,"Winzer, John Ernest",1974PhDT........61W,HD133962
58,HD152308,"Winzer, John Ernest",1974PhDT........61W,HD151862
58,HD164429,"Winzer, John Ernest",1974PhDT........61W,HD165358
58,HD170973,"Winzer, John Ernest",1974PhDT........61W,HD171802
58,HD177410,"Winzer, John Ernest",1974PhDT........61W,HD179933
58,HD179527,"Winzer, John Ernest",1974PhDT........61W,HD180613
58,HD193722,"Winzer, John Ernest",1974PhDT........61W,HD192514
58,HD196178,"Winzer, John Ernest",1974PhDT........61W,HD194684
58,HD201601,"Winzer, John Ernest",1974PhDT........61W,HD202275
58,HD204131,"Winzer, John Ernest",1974PhDT........61W,HD205314
58,HD204411,"Winzer, John Ernest",1974PhDT........61W,HD205314
58,HD205087,"Winzer, John Ernest",1974PhDT........61W,HD205541
58,HD210071,"Winzer, John Ernest",1974PhDT........61W,HD209124
58,HD221394,"Winzer, John Ernest",1974PhDT........61W,HD221605
58,HD223358,"Winzer, John Ernest",1974PhDT........61W,HD225289
59,HD119213,"Pavlovski, K.",1979A&A....76..362P,
60,HD119213,"Jetsu, L.; Kokko, M.; Tuominen, I.",1992A&A...265..547J,
61,HD119213,"Pyper, D. M.; Adelman, S. J.",1985A&AS...59..369P,
61,HD124224,"Pyper, D. M.; Adelman, S. J.",1985A&AS...59..369P,
61,HD125248,"Pyper, D. M.; Adelman, S. J.",1985A&AS...59..369P,
61,HD137909,"Pyper, D. M.; Adelman, S. J.",1985A&AS...59..369P,
62,HD120198,"Wade, G. A.; Hill, G. M.; et al.",1998A&A...335..973W,HD121409
63,HD125248,"Stibbs, D. W. N.",1950MNRAS.110..395S,HD124683
64,HD125248,"Maitzen, H. M.; Rakosch, K. D.",1970A&A.....7...10M,HD124683
66,HD125248,"Maitzen, H. M.; Moffat, A. F. J.",1972A&A....16..385M,HD124683
67,HD125248,"Catalano, F. A.; Kroll, R.; Leone, F.",1992A&A...263..203C,HD124683
68,HD25354,"Burke, Edward W., Jr.; and co.",1970JRASC..64..353B,HD25643
68,HD68351,"Burke, Edward W., Jr.; and co.",1970JRASC..64..353B,HD68254
68,HD77350,"Burke, Edward W., Jr.; and co.",1970JRASC..64..353B,HD76333
68,HD90569,"Burke, Edward W., Jr.; and co.",1970JRASC..64..353B,HD90123
68,HD137909,"Burke, Edward W., Jr.; et al.",1970JRASC..64..353B,HD136512
68,HD184905,"Burke, Edward W., Jr.; et al.",1970JRASC..64..353B,HD184875
69,HD137909,"Brodskaya, Ă„â€šĂ˘â‚¬ĹľÄ‚ËĂ˘â€šÂ¬ÄąË‡Ă„â€šĂ‹ÂÄ‚ËĂ˘â‚¬ĹˇĂ‚Â¬Ä‚â€šĂ‚Â°. S.",1970SvA....14..529B,HD140436
70,HD124915,"Adelman, Saul J.",2001A&A...368..225A,HD124850
70,HD142070,"Adelman, Saul J.",2001A&A...368..225A,HD141851
70,HD171247,"Adelman, Saul J.",2001A&A...368..225A,HD171975
70,HD210071,"Adelman, Saul J.",2001A&A...368..225A,HD209124
74,HD184905,"Burke, E. W., Jr.; Thompson, S. K.",1987PASP...99..852B,HD184787
75,HD184905,"Morrison, Nancy D.; Wolff, Sidney C.",1971PASP...83..474M,HD186307 
75,HD203006,"Morrison, Nancy D.; Wolff, Sidney C.",1971PASP...83..474M,HD201772
76,HD184905,"Adelman, S. J.; Brown, B. H.; et al.",1994A&AS..106..333A,HD184875
76,HD204411,"Adelman, S. J.; Brown, B. H.; et al.",1994A&AS..106..333A,HD205314
76,HD210071,"Adelman, S. J.; Brown, B. H.; et al.",1994A&AS..106..333A,HD209124
77,HD10783,"van Genderen, A. M.",1971A&A....14...48V,HD10262
77,HD15144,"van Genderen, A. M.",1971A&A....14...48V,HD15798
77,HD188041,"van Genderen, A. M.",1971A&A....14...48V,HD189359
77,HD201601,"van Genderen, A. M.",1971A&A....14...48V,HD201616
77,HD221760,"van Genderen, A. M.",1971A&A....14...48V,HD221736
78,HD188041,"Jones, Terry J.; Wolff, Sidney C.",1973PASP...85..760J,
79,HD24769,"Adelman, S. J.; Pi, C.-L. M.; Rayle, K. E.",1998A&AS..133..197A,HD23753
79,HD50169,"Adelman, S. J.; Pi, C.-L. M.; Rayle, K. E.",1998A&AS..133..197A,HD50040
79,HD193722,"Adelman, S. J.; Pi, C.-L. M.; Rayle, K. E.",1998A&AS..133..197A,HD192514
81,HD201601,"Deul, E. R.; van Genderen, A. M.",1983A&A...118..289D,HD201616
81,HD203006,"Deul, E. R.; van Genderen, A. M.",1983A&A...118..289D,HD203585
82,HD204411,"Adelman, S. J.",2003A&A...401..357A,HD205314
82,HD217833,"Adelman, S. J.",2003A&A...401..357A,HD217348
83,HD119213,"Burke, E. W., Jr.; Howard, J. T.",1972ApJ...178..491B,HD119992
84,HD119213,"Mikulasek, Z.; Ziznovsky, J.",2001IBVS.5188....1M,HD120874
85,HD37776,"Adelman, S. J.; Pyper, D. M.",1985A&AS...62..279A,HD37744
86,HD43819,"Adelman, S. J.; Young, K. J.",2005A&A...429..317A,HD43153
86,HD192913,"Adelman, S. J.; Young, K. J.",2005A&A...429..317A,HD191747
86,HD211838,"Adelman, S. J.; Young, K. J.",2005A&A...429..317A,HD213320
86,HD223358,"Adelman, S. J.; Young, K. J.",2005A&A...429..317A,HD223624
87,HD32633,"Adelman, S. J.; Kaewkornmaung, P.",2005A&A...435.1099A,HD32068
87,HD40312,"Adelman, S. J.; Kaewkornmaung, P.",2005A&A...435.1099A,HD39182
87,HD62140,"Adelman, S. J.; Kaewkornmaung, P.",2005A&A...435.1099A,HD61497
87,HD72968,"Adelman, S. J.; Kaewkornmaung, P.",2005A&A...435.1099A,HD73997
88.1,HD72968,"Maitzen, H. M.; Albrecht, R.; Heck, A.",1978A&A....62..199M,HD73400
88.2,HD72968,"Maitzen, H. M.; Albrecht, R.; Heck, A.",1978A&A....62..199M,HD73997
88.3,HD72968,"Maitzen, H. M.; Albrecht, R.; Heck, A.",1978A&A....62..199M,"HD73997,HD70574"
89,HD73340,"Hensberge, H.; de Loore, C.; Zuiderwijk, E. J.",1976A&A....48..383H,
90,HD66605,"Breger, M.",1979IBVS.1659....1B,
90,HD83368,"Breger, M.",1979IBVS.1659....1B,
91.1,HD19832,"Fried, R. E.; Adelman, S. J.",2003JAD.....9....2F,HD19600
91.2,HD19832,"Fried, R. E.; Adelman, S. J.",2003JAD.....9....2F,HD19600
91.3,HD19832,"Fried, R. E.; Adelman, S. J.",2003JAD.....9....2F,HD19600
91.4,HD19832,"Fried, R. E.; Adelman, S. J.",2003JAD.....9....2F,HD19600
91.5,HD19832,"Fried, R. E.; Adelman, S. J.",2003JAD.....9....2F,HD19600
92,HD6178,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1995yCat.2170....0M,
92,HD28843,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1995yCat.2170....0M,
92,HD29009,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1995yCat.2170....0M,
92,HD35298,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1995yCat.2170....0M,
92,HD37210,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1995yCat.2170....0M,
92,HD41089,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1995yCat.2170....0M,
92,HD54118,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1995yCat.2170....0M,
92,HD94660,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1995yCat.2170....0M,
92,HD103192,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1995yCat.2170....0M,
92,HD116458,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1995yCat.2170....0M,
92,HD144667,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1995yCat.2170....0M,
92,HD159376,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1995yCat.2170....0M,
92,HD168733,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1995yCat.2170....0M,
92,HD187474,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1995yCat.2170....0M,
92,HD189832,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1995yCat.2170....0M,
92,HD201601,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1995yCat.2170....0M,
92,HD205637,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1995yCat.2170....0M,
92,HD221760,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1995yCat.2170....0M,
92.1,HD5737,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1995yCat.2170....0M,
92.2,HD5737,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.",1995yCat.2170....0M,
93,HD5737,"Sterken, C.; Manfroid, J.; Anton, K.; et al.",1995yCat.2188....0S,
93,HD6178,"Sterken, C.; Manfroid, J.; Anton, K.; et al.",1995yCat.2188....0S,
93,HD28843,"Sterken, C.; Manfroid, J.; Anton, K.; et al.",1995yCat.2188....0S,
